"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue","fouls","fouled","offsides","crosses","tackles_won","own_goals","pens_won","pens_conceded"
"Ivor Pandur","1","hr CRO","GK","25-255","90","0","0","0","0","0","0","0","0","43","0","0","0","0.0","0.0","0.0","0","0","28","41","68.3","0","26","0","0","0","/en/players/457cb02f/Ivor-Pandur","Hull City","26","42","1","0","0","43","","0","","105","61","0","0","1","0","31","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Tommy Conway","9","sct SCO","FW","23-121","67","0","1","0","0","0","0","0","0","21","0","0","1","0.0","0.0","0.1","3","2","14","15","93.3","1","9","0","2","0","/en/players/746a92c5/Tommy-Conway","Middlesbrough","1","2","11","8","1","21","0.0","1","50.0","48","6","0","0","2","0","13","6","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Sam Silvera","22","au AUS","LM,FW","25-041","23","0","0","0","0","1","0","0","0","14","0","1","0","0.1","0.1","0.0","1","0","7","7","100.0","0","10","1","4","1","/en/players/e76ad32b/Sam-Silvera","Middlesbrough","0","3","5","6","0","14","25.0","2","50.0","63","11","0","0","2","1","9","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Dávid Strelec","13","sk SVK","FW","24-245","78","1","0","0","0","2","1","0","0","26","1","0","0","0.6","0.6","0.0","1","0","7","13","53.8","2","13","1","4","1","/en/players/2cb9486d/David-Strelec","Middlesbrough","1","3","11","12","2","26","25.0","3","75.0","72","18","0","1","3","0","16","8","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Mamadou Kaly Sene","20","sn SEN","FW","24-191","12","0","0","0","0","0","0","0","0","4","1","0","0","0.0","0.0","0.0","0","0","0","0","","0","2","0","0","0","/en/players/c328ab28/Mamadou-Kaly-Sene","Middlesbrough","0","0","1","3","1","4","","0","","3","0","0","0","2","0","3","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Riley McGree","8","au AUS","LM,FW","27-033","85","1","0","0","0","2","1","0","0","46","0","3","1","0.3","0.3","0.0","0","0","21","29","72.4","0","25","1","2","1","/en/players/59d61727/Riley-McGree","Middlesbrough","0","9","24","13","2","46","50.0","1","50.0","78","31","2","0","4","2","29","4","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Delano Burgzorg","10","sr SUR","FW","27-028","5","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","1","1","100.0","0","3","0","0","0","/en/players/05e2d5ea/Delano-Burgzorg","Middlesbrough","0","1","0","1","0","2","","0","","10","0","0","0","0","1","4","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Alexander Gilbert","14","ie IRL","CM","23-342","90","1","1","0","0","1","1","0","0","90","8","1","2","0.0","0.0","0.2","2","1","62","71","87.3","5","53","0","1","1","/en/players/4f4a7bcb/Alexander-Gilbert","Middlesbrough","7","32","55","4","0","90","100.0","0","0.0","213","125","0","0","0","0","56","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Hayden Hackney","7","eng ENG","CM","23-162","90","0","0","0","0","2","0","0","0","83","3","2","1","0.1","0.1","0.0","3","0","55","65","84.6","8","56","1","6","0","/en/players/ba397562/Hayden-Hackney","Middlesbrough","4","19","49","16","2","83","0.0","4","66.7","334","174","3","0","2","2","59","1","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Morgan Whittaker","11","eng ENG","RM","24-332","78","1","1","0","0","2","2","0","0","46","0","1","0","0.2","0.2","0.6","1","0","25","35","71.4","3","27","1","5","2","/en/players/d3d49142/Morgan-Whittaker","Middlesbrough","0","6","28","12","2","46","40.0","3","60.0","143","31","0","1","3","2","31","5","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Sverre Nypan","19","no NOR","RM","18-351","12","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","2","5","40.0","0","5","1","3","1","/en/players/3dde85f2/Sverre-Nypan","Middlesbrough","0","1","2","5","0","8","33.3","1","33.3","36","16","1","0","0","0","4","1","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Alex Bangura","24","sl SLE","LB","26-145","67","0","1","0","0","0","0","0","0","45","1","1","0","0.0","0.0","0.2","1","1","35","40","87.5","4","26","1","2","2","/en/players/c47e09ba/Alex-Bangura","Middlesbrough","1","16","27","3","2","45","100.0","0","0.0","120","32","0","0","0","2","28","3","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"George Edmundson","25","eng ENG","CB,LB","28-096","23","0","0","0","0","0","0","0","0","19","0","1","0","0.0","0.0","0.0","0","0","13","15","86.7","0","9","1","0","0","/en/players/46ff3923/George-Edmundson","Middlesbrough","2","11","7","1","1","19","","0","","67","47","0","0","0","0","11","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Matt Targett","3","eng ENG","CB,LB","30-078","90","0","0","0","0","0","0","0","0","95","2","5","0","0.0","0.0","0.0","0","0","72","83","86.7","2","59","0","0","0","/en/players/e514ab62/Matt-Targett","Middlesbrough","9","54","39","3","0","95","","0","","220","75","0","0","0","0","59","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Alfie Jones","5","ca CAN","CB","28-059","90","0","0","0","0","0","0","0","0","65","2","0","0","0.0","0.0","0.0","0","0","54","60","90.0","4","44","0","0","0","/en/players/e5c107a1/Alfie-Jones","Middlesbrough","4","37","27","1","1","65","","0","","171","80","0","0","0","1","48","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Callum Brittain","2","eng ENG","RB","27-268","90","0","0","0","0","0","0","0","0","72","4","5","2","0.0","0.0","0.1","2","0","42","54","77.8","4","35","1","2","1","/en/players/95869fab/Callum-Brittain","Middlesbrough","4","29","35","9","1","72","50.0","1","50.0","105","43","1","1","3","0","36","5","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Solomon Brynn","31","eng ENG","GK","25-036","90","0","0","0","0","0","0","0","0","35","0","0","0","0.0","0.0","0.0","0","0","24","34","70.6","0","24","0","0","0","/en/players/8056f069/Solomon-Brynn","Middlesbrough","27","35","0","0","0","35","","0","","73","46","0","0","0","0","23","0","Championship","2025-2026","Friday December 5, 2025, 20:15 (venue time)","Hull City","Middlesbrough","https://fbref.com/en/matches/6289ddb1/Hull-City-Middlesbrough-December-5-2025-Championship","19","MKM Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Luca Kjerrumgaard","9","dk DEN","FW","22-300","73","2","0","0","0","2","2","0","0","25","0","0","0","0.2","0.2","0.0","1","0","14","17","82.4","3","11","0","1","1","/en/players/5780edc3/Luca-Kjerrumgaard","Watford","0","2","11","12","7","25","100.0","0","0.0","23","2","0","0","6","0","18","4","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Vivaldo Semedo","18","pt POR","FW","20-312","17","0","0","0","0","1","1","0","0","8","0","0","0","0.1","0.1","0.0","1","0","1","4","25.0","0","6","0","1","1","/en/players/b6baba31/Vivaldo-Semedo","Watford","0","1","5","3","0","8","100.0","0","0.0","35","7","1","0","1","0","6","2","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Mamadou Doumbia","20","ml MLI","FW","19-291","85","0","0","0","0","1","1","0","0","34","1","0","1","0.2","0.2","0.0","3","0","15","25","60.0","2","13","1","1","0","/en/players/034084d1/Mamadou-Doumbia","Watford","1","5","17","12","3","34","0.0","1","100.0","60","11","1","0","2","1","19","7","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Hector Kyprianou","5","cy CYP","CB","24-193","5","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/6bb1e2f4/Hector-Kyprianou","Watford","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Giorgi Chakvetadze","8","ge GEO","LM","26-099","37","0","0","0","0","0","0","1","0","14","0","0","1","0.0","0.0","0.0","0","0","9","9","100.0","1","11","0","1","0","/en/players/76864df8/Giorgi-Chakvetadze","Watford","1","4","4","6","2","14","0.0","1","100.0","100","17","2","2","2","0","12","2","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Tom Ince","7","eng ENG","RM,LM","33-310","53","1","0","0","0","2","1","0","0","23","2","0","0","0.3","0.3","0.0","1","0","17","18","94.4","0","13","1","0","0","/en/players/67d23ab0/Tom-Ince","Watford","0","2","9","12","2","23","","0","","60","25","1","0","1","0","20","2","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Edo Kayembe","39","cd COD","CM","27-186","90","0","0","0","0","2","0","0","0","74","0","0","2","0.4","0.4","0.0","2","0","54","63","85.7","8","28","1","2","1","/en/players/f99b71de/Edo-Kayembe","Watford","1","15","46","14","1","74","50.0","1","50.0","168","79","1","0","3","1","46","2","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Imran Louza","10","ma MAR","CM","26-219","90","0","0","0","0","0","0","0","0","90","1","2","1","0.0","0.0","0.4","5","0","67","82","81.7","9","46","3","0","0","/en/players/e1df6989/Imran-Louza","Watford","2","15","51","24","0","90","","0","","261","157","2","0","2","1","58","3","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Othmane Maamma","42","ma MAR","LM,RM","20-061","85","0","0","0","0","2","0","0","0","57","1","0","0","0.1","0.1","0.0","3","1","27","39","69.2","5","30","6","10","3","/en/players/5bdb4a7b/Othmane-Maamma","Watford","0","3","28","28","2","57","30.0","5","50.0","313","177","6","1","1","2","44","15","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Moussa Sissoko","17","fr FRA","RM,LM","36-112","5","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","1","1","0","0","0","/en/players/2acd49b9/Moussa-Sissoko","Watford","0","1","3","0","0","4","","0","","7","0","0","0","0","0","1","0","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Marc Bola","16","eng ENG","LB","27-362","90","0","1","0","0","1","0","0","0","60","1","2","1","0.0","0.0","0.3","3","1","36","47","76.6","4","28","2","0","0","/en/players/3986000d/Marc-Bola","Watford","2","23","26","11","4","60","","0","","122","52","0","0","0","2","36","9","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Pollock","6","eng ENG","CB","24-069","90","0","0","0","0","2","1","0","0","97","0","0","3","0.1","0.1","0.0","1","1","66","79","83.5","3","51","1","0","0","/en/players/6681bcc8/Matthew-Pollock","Watford","15","44","46","7","3","97","","0","","206","108","0","0","1","0","62","0","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Kévin Keben Biakolo","4","cm CMR","CB","21-314","45","0","0","0","0","0","0","0","0","53","0","0","0","0.0","0.0","0.0","0","0","44","50","88.0","1","36","1","0","0","/en/players/c43a8336/Kevin-Keben-Biakolo","Watford","6","34","20","0","0","53","","0","","167","107","0","0","0","0","46","0","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Max Alleyne","3","eng ENG","CB","20-138","45","0","0","0","0","0","0","0","0","29","0","0","0","0.0","0.0","0.0","1","1","19","23","82.6","6","14","1","0","0","/en/players/defcfd32/Max-Alleyne","Watford","4","10","18","1","1","29","","0","","111","62","0","0","0","0","18","0","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Jeremy Ngakia","2","","RB","25-090","90","0","1","0","0","0","0","0","0","85","5","1","1","0.0","0.0","0.1","2","1","55","72","76.4","8","43","3","7","3","/en/players/3631ad41/Jeremy-Ngakia","Watford","3","23","52","10","1","85","42.9","4","57.1","242","115","1","1","0","0","49","5","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Nathan Baxter","12","eng ENG","GK","27-028","90","0","0","0","0","0","0","0","0","42","0","0","0","0.0","0.0","0.0","0","0","32","40","80.0","0","19","0","0","0","/en/players/5cfbc814/Nathan-Baxter","Watford","35","41","1","0","0","42","","0","","60","33","0","0","0","0","21","0","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Josh Sargent","9","us USA","FW","25-289","90","1","0","0","0","3","2","0","0","35","2","0","2","0.4","0.4","0.0","1","1","13","18","72.2","3","17","2","2","1","/en/players/a8d4428b/Josh-Sargent","Norwich City","3","3","18","15","3","35","50.0","1","50.0","107","41","3","0","5","0","20","7","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Oscar Schwartau","29","dk DEN","LW","19-203","85","1","1","0","0","1","1","0","0","43","2","0","4","0.6","0.6","0.9","5","1","24","31","77.4","4","32","5","4","1","/en/players/1df214c1/Oscar-Schwartau","Norwich City","0","2","17","25","5","43","25.0","3","75.0","216","84","1","2","1","2","30","11","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Mathias Kvistgaarden","30","dk DEN","LW","23-235","5","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.0","0","0","0","1","0.0","0","1","0","0","0","/en/players/49df363f/Mathias-Kvistgaarden","Norwich City","0","0","0","1","1","1","","0","","0","0","0","0","0","0","1","1","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
"Amankwah Forson","18","gh GHA","RW","22-340","61","0","0","0","0","2","0","0","0","28","3","0","2","0.1","0.1","0.0","2","0","13","16","81.3","3","18","1","0","0","/en/players/bc62d898/Amankwah-Forson","Norwich City","3","9","10","11","1","28","","0","","100","51","0","0","4","0","16","3","Championship","2025-2026","Saturday December 6, 2025, 12:30 (venue time)","Watford","Norwich City","https://fbref.com/en/matches/677bfe94/Watford-Norwich-City-December-6-2025-Championship","19","Vicarage Road Stadium",NA,NA,NA,NA,NA,NA,NA,NA
